100;0.00000000000000000000000000000000000000000000000000
1000;0.00100000000000000002081668171172168513294309377670
2500;0.00200000000000000004163336342344337026588618755341
5000;0.00400000000000000008326672684688674053177237510681
7500;0.01000000000000000020816681711721685132943093776703
10000;0.01299999999999999940325512426397835952229797840118
25000;0.02699999999999999969468866822808195138350129127502
50000;0.05800000000000000294209101525666483212262392044067
75000;0.08999999999999999666933092612453037872910499572754
100000;0.13600000000000000976996261670137755572795867919922
250000;0.33700000000000002176037128265306819230318069458008
500000;0.69599999999999995203836533619323745369911193847656
750000;1.09400000000000008348877145181177183985710144042969
1000000;1.50800000000000000710542735760100185871124267578125
1250000;1.92599999999999993427479694219073280692100524902344
1500000;2.35499999999999998223643160599749535322189331054688
1750000;2.86100000000000020961010704922955483198165893554688
2000000;3.31999999999999984012788445397745817899703979492188
2250000;3.75899999999999989697130331478547304868698120117188
2500000;4.21900000000000030553337637684307992458343505859375
2750000;4.65700000000000002842170943040400743484497070312500
3000000;5.11300000000000043343106881366111338138580322265625
3250000;5.57399999999999984368059813277795910835266113281250
3500000;6.00600000000000022737367544323205947875976562500000
4000000;6.94700000000000006394884621840901672840118408203125
5000000;8.86599999999999965893948683515191078186035156250000
7500000;13.54599999999999937472239253111183643341064453125000
10000000;18.72899999999999920419213594868779182434082031250000
20000000;38.99799999999999755573298898525536060333251953125000
